FID,port_id,data_src_c,port_coor_,the_geom
portlocations.552,DEBEI,9998,1,POINT (53.8767089840001 9.42150878900003)
portlocations.553,DEWIS,2110,3,POINT (53.898498535 11.4572753910001)
portlocations.554,DEBRB,5106,1,POINT (53.898498535 9.15051269500003)
portlocations.555,DEITZ,9998,7,POINT (53.911499023 9.53411865200007)
portlocations.556,DENHO,2109,3,POINT (54.09387207 10.803527832)
portlocations.557,DEBUM,2110,1,POINT (54.1190795900001 8.85968017600004)
portlocations.558,FRBOL,2109,1,POINT (50.7250976560001 1.57751464800003)
portlocations.559,FRCQF,2110,1,POINT (50.9670956750001 1.85482729700004)
portlocations.560,FRDKK,2110,1,POINT (51.0160065000001 2.17892150000006)
portlocations.561,BEGNE,2110,1,POINT (51.085083008 3.74169921900005)
portlocations.562,GBDVR,2110,1,POINT (51.1230890000001 1.31747600000006)
portlocations.563,BEOST,2110,1,POINT (51.2351074220001 2.92187500000006)
portlocations.564,BEANR,2110,1,POINT (51.2539062500001 4.37567138700007)
portlocations.565,BEZEE,2110,1,POINT (51.3630255 3.19726450000007)
portlocations.566,GBRMG,2110,1,POINT (51.327697754 1.42028808600003)
portlocations.567,NLTNZ,2110,1,POINT (51.3372000000001 3.81386950000007)
portlocations.568,NLVLI,2110,1,POINT (51.4420620000001 3.59709700000008)
portlocations.569,NLMOE,2110,3,POINT (51.6998901370001 4.61651611300005)
portlocations.570,NLDOR,2110,2,POINT (51.8048706050001 4.64489746100003)
portlocations.571,NLZWI,2109,3,POINT (51.8156738280001 4.65368652300003)
portlocations.572,NLVLA,2110,1,POINT (51.9013061520001 4.36352539100005)
portlocations.573,NLRTM,2110,1,POINT (51.903686523 4.48370361300005)
portlocations.574,GBHRW,5106,1,POINT (51.949279785 1.28833007800006)
portlocations.575,GBFXT,2110,1,POINT (51.949968955 1.31342449200002)
portlocations.576,GBIPS,2109,6,POINT (52.0460815430001 1.16052246100003)
portlocations.577,NLSCE,2110,1,POINT (52.1010742190001 4.25408935500008)
portlocations.578,NLAMS,2110,1,POINT (52.398071289 4.87847900400004)
portlocations.579,NLZAA,2110,3,POINT (52.429077148 4.83508300800003)
portlocations.580,GBGTY,5106,7,POINT (52.571105957 1.73547363300003)
portlocations.581,NLDHR,2110,3,POINT (52.9664916990001 4.78491210900006)
portlocations.582,NLHAR,2110,3,POINT (53.17590332 5.40850830100004)
portlocations.583,DEBER,2111,4,POINT (52.540100098 13.337280273)
portlocations.584,PLSZZ,2110,3,POINT (53.4188842770001 14.5559082030001)
portlocations.585,PLPLC,2109,7,POINT (53.562316895 14.5900878910001)
portlocations.586,DEUCK,2109,1,POINT (53.7374877930001 14.051330566)
portlocations.587,DEANK,5106,6,POINT (53.8601074220001 13.693481445)
portlocations.588,PLSWI,2110,1,POINT (53.9037020000001 14.2543220000001)
portlocations.589,DEDMN,2108,6,POINT (53.9066772460001 13.0305175780001)
portlocations.590,DEHGL,5105,1,POINT (54.1832885740001 7.88928222700002)
portlocations.591,DEREN,2109,5,POINT (54.3002929690001 9.68328857400007)
portlocations.592,DEKEL,2110,1,POINT (54.3240966800001 10.153930664)
portlocations.593,DEHHF,2110,3,POINT (54.3715209960001 10.989074707)
portlocations.594,DEBSK,5106,6,POINT (54.4213256840001 11.189086914)
portlocations.595,DEHUS,2109,7,POINT (54.4729003910001 9.02508544900007)
portlocations.596,DEECK,2110,2,POINT (54.4733276370001 9.86230468700006)
portlocations.597,DENOR,2108,1,POINT (54.49810791 8.80389404300007)
portlocations.598,DEPUT,2109,1,POINT (54.5039062500001 11.2299194340001)
portlocations.599,DEPEL,2107,1,POINT (54.509094238 8.68750000000006)
portlocations.600,DKROF,9998,1,POINT (54.652709961 11.35168457)
portlocations.601,DEKAP,2109,5,POINT (54.666320801 9.93908691400003)
portlocations.602,DEDAG,5106,1,POINT (54.730102539 8.68811035200002)
portlocations.603,DKBAG,2101,1,POINT (54.7518920900001 10.6743164060001)
portlocations.604,DEHRM,5106,1,POINT (54.775695801 8.29748535200002)
portlocations.605,DEFLF,2110,1,POINT (54.803100586 9.43811035200002)
portlocations.606,DKMRS,2108,1,POINT (54.856506348 10.522521973)
portlocations.607,DKTRS,9998,1,POINT (54.8756713870001 11.0292968750001)
portlocations.608,DKARK,5106,1,POINT (54.8942871090001 10.4078979490001)
portlocations.609,DKSPB,5106,1,POINT (54.9332885740001 10.833129883)
portlocations.610,DKRKB,5106,1,POINT (54.934692383 10.701721191)
portlocations.611,DKFYH,5106,1,POINT (54.9938964840001 9.98291015600006)
portlocations.612,DKBLB,9998,1,POINT (54.999328613 9.66967773400006)
portlocations.613,DKHDH,9998,1,POINT (55.0087280270001 9.69268798800005)
portlocations.614,DELIS,5106,1,POINT (55.018127441 8.44049072300004)
portlocations.615,DKENS,2109,1,POINT (55.0349523720001 9.42494854100005)
portlocations.616,DKAAB,2108,7,POINT (55.0416870120001 9.42749023400006)
portlocations.617,DKSVE,2110,1,POINT (55.057678223 10.6188964840001)
portlocations.618,DKHNB,5106,1,POINT (55.0848999020001 8.56610107400007)
portlocations.619,DKFAA,2111,1,POINT (55.095092773 10.2352905270001)
portlocations.620,DKBOS,9998,1,POINT (55.1091308590001 10.0961303710001)
portlocations.621,DKVSV,9998,8,POINT (55.139709473 10.7860717770001)
portlocations.622,DKGFH,2110,1,POINT (55.201293945 11.2595214840001)
portlocations.623,DKSTG,9998,8,POINT (55.2130737300001 11.243713379)
portlocations.624,DKARD,5105,1,POINT (55.2614746090001 9.71307373000008)
portlocations.625,DKARO,5106,1,POINT (55.2614746090001 9.73028564500004)
portlocations.626,DKNBG,2110,1,POINT (55.306274414 10.7905273440001)
portlocations.627,DKKRR,2110,1,POINT (55.3327026370001 11.1290893550001)
portlocations.628,DKODE,2110,3,POINT (55.4108886720001 10.381713867)
portlocations.629,DKNDB,9998,1,POINT (55.4562988280001 8.41192627000004)
portlocations.630,DKEBJ,2110,1,POINT (55.46887207 8.42431640600006)
portlocations.631,DKKOL,2110,3,POINT (55.4907226560001 9.50390625000006)
portlocations.632,DKFRC,2110,1,POINT (55.5594215 9.75288600000005)
portlocations.633,DKASV,2111,1,POINT (55.6655273440001 11.0844726560001)
portlocations.634,DKSTT,9998,1,POINT (55.6665039060001 11.0925292970001)
portlocations.635,DKKAL,2110,1,POINT (55.6766967770001 11.093322754)
portlocations.636,DKVEJ,2108,7,POINT (55.7042846680001 9.55731201200007)
portlocations.637,DKKOK,5105,1,POINT (55.7987060550001 10.530090332)
portlocations.638,DKSLV,9998,1,POINT (55.8646850590001 10.5482788090001)
portlocations.639,DKAAR,2110,1,POINT (56.1468609390001 10.222210623)
portlocations.640,DKEBT,2111,1,POINT (56.1964721680001 10.6701049800001)
portlocations.641,DKSSV,5106,6,POINT (56.2465209960001 10.3480834960001)
portlocations.642,DKGRE,2110,1,POINT (56.412902832 10.922485352)
portlocations.643,DKRAN,2110,3,POINT (56.4586791990001 10.0451049800001)
portlocations.644,DKKLP,9998,1,POINT (56.519897461 8.60571289100005)
portlocations.645,DKVEN,9998,1,POINT (56.55090332 8.61450195300006)
portlocations.646,DKTYB,2110,1,POINT (56.69708252 8.21832275400004)
portlocations.647,DKHVA,2109,1,POINT (56.700500488 9.19250488300003)
portlocations.648,DKSUE,9998,1,POINT (56.7094726560001 9.17407226600005)
portlocations.649,DKBRH,9998,1,POINT (56.8004760740001 9.03088378900003)
portlocations.650,DKFUH,2109,1,POINT (56.8038940430001 9.02227783200004)
portlocations.651,DKEGN,9998,1,POINT (56.984680176 10.30670166)
portlocations.652,DKHAS,2108,1,POINT (56.9899291990001 10.308898926)
portlocations.653,DKAAL,2110,1,POINT (57.04888916 9.93707275400004)
portlocations.654,DKHOH,9998,1,POINT (57.0524902340001 10.377075195)
portlocations.655,DKNRS,5106,1,POINT (57.054077148 9.93267822300004)
portlocations.656,DKROR,2109,7,POINT (57.0656738280001 9.97192382800006)
portlocations.657,DKHAN,2110,1,POINT (57.1232910160001 8.59527587900004)
portlocations.658,DKFDH,2110,1,POINT (57.438293457 10.545471191)
portlocations.659,DKHIR,2110,1,POINT (57.5944824220001 9.96228027300003)
