FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.1169,Norway,272393,Operational,DRAUGEN,Gravity-based concrete,Above water production,OKEA ASA,NO_6407/9,Crude Oil,208000,28000,19/10/1993,,252,61140.2399368,CONDEEP MONOSHAFT; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (64.3531722000001 7.78260560000007)
platforms.1177,Norway,280541,Operational,OSEBERG D,Fixed steel,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,5983,10880,01/10/2000,,109,105121.725233,JACKET 4 LEGS; PROCESSING,POINT (60.4906667000001 2.82898610000007)
platforms.1181,Norway,277293,Decommissioned,EKOFISK W,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1154,486,01/01/1989,,72,263122.928159,JACKET TRIPOD; WATER INJECTION,POINT (56.5441972 3.21793330000003)
platforms.1197,Norway,272645,Operational,GULLFAKS C,Gravity-based concrete,Above water production,Equinor Energy AS,NO_34/10,Crude Oil,593000,52935,01/01/1990,,216,121608.314814,CONDEEP 4 SHAFTS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (61.2149444 2.27386940000002)
platforms.1200,Norway,277265,Decommissioned,B-11,Fixed steel,Above water production,Gassco AS,GERMANY_B/11,Natural Gas,1223,7869,17/09/1977,,33,222714.362071,JACKET 8 LEGS; BOOSTER - QUARTER,POINT (55.4623139 4.55164720000005)
platforms.1206,Norway,271637,Decommissioned,EDDA,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,6155,10390,01/12/1979,,71,274393.821465,JACKET 12 LEGS,POINT (56.4648389000001 3.10446390000004)
platforms.1211,Norway,271693,Decommissioned,COD,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_7/11,Natural Gas,5094,5167,01/11/1977,,72.5,253053.503983,JACKET 8 LEGS,POINT (57.0695528000001 2.43472220000007)
platforms.1212,Norway,272113,Closed down,EKOFISK G,Fixed steel,Other,Aker BP ASA,NO_2/4,Crude Oil,2041,2900,01/10/1982,,76.80000305,262963.33455,JACKET 4 LEGS; RISER,POINT (56.5491972 3.20998610000004)
platforms.1221,Spain,ES5,Operational,Gaviota,Fixed steel,Above water production,"Repsol Inv, (RIPSA)",Gulf of Biscay,Natural Gas,10500,3000,01/01/1986,,98,7217.08647718,"C,E, GAVIOTA Platform - Underground gas storage",POINT (43.503339 -2.68983099999997)
platforms.56,Denmark,DK59,Closed down,Regnar - utility buoy,Floating steel,Subsea,Mærsk,5505/17,Crude Oil,,440,01/01/1993,,45,180652.932434,Removed from location p.t.,POINT (55.3860377600001 5.23177143200007)
platforms.629,Norway,279393,Operational,JOTUN A,Floating steel,Above water production,Vår Energi ASA,NO_25/8,Crude Oil,,37061,21/10/1999,,126,141033.098772,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (59.4552556 2.38635830000004)
platforms.675,Norway,272309,Closed down,HOD,Fixed steel,Above water production,Aker BP ASA,NO_2/11,Crude Oil,,1029,01/08/1990,,72,285080.800875,JACKET 4 LEGS; OIL PRODUCER - WELLHEAD,POINT (56.1765333000001 3.46006110000008)
platforms.737,Norway,425117,Operational,EKOFISK L,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,,,11860,01/04/2014,,79,262960.217905,JACKET 4 LEGS; ACCOMMODATION,POINT (56.5433917 3.22440280000006)
platforms.849,Norway,279841,Operational,BALDER FPU,Floating steel,Above water production,Vår Energi ASA,NO_25/11,Crude Oil,,33930,30/09/1999,,127,140572.396894,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (59.1916056000001 2.38741670000007)
platforms.942,Norway,272561,Closed down,FRIGG TCP2,Gravity-based concrete,Above water production,Equinor Energy AS,UK_10010/1,Natural Gas,,22900,01/08/1978,,102,164600.162681,CONDEEP 3 SHAFTS; PROCESSING,POINT (59.8801222000001 2.06653610000006)
platforms.976,Norway,279785,Operational,ÅSGARD A,Floating steel,Above water production,Equinor Energy AS,NO_6506/12,Crude Oil,,15000,20/05/1999,,315,154801.277984,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (65.0644167 6.72744440000002)
platforms.981,Norway,277349,Operational,VESLEFRIKK B,Floating steel,Above water production,Equinor Energy AS,NO_30/3,Crude Oil,,25461,26/12/1989,,176,91136.4896493,SEMISUB STEEL; PROCESSING - QUARTER,POINT (60.7813889000001 2.89861110000004)
platforms.1000,Norway,279589,Operational,NORNE FPSO,Floating steel,Above water production,Equinor Energy AS,NO_6608/10,Crude Oil,,12372,05/11/1997,,378,152564.295135,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (66.0272917 8.08835830000004)
platforms.1051,Norway,280121,Operational,ÅSGARD B,Floating steel,Above water production,Equinor Energy AS,NO_6506/12,Natural Gas,,33600,04/10/2000,,300,157341.618451,SEMISUB STEEL; GAS EXPORT - PROCESSING - QUARTER,POINT (65.1103722 6.79118610000006)
platforms.1194,Norway,414071,Operational,SKARV FPSO,Fixed steel,Above water production,Aker BP ASA,NO_6507/5,Natural Gas,,17000,31/12/2012,,368,161436.937328,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (65.6977778 7.65108610000004)
platforms.91,Ireland,IE6,Operational,Seven Heads,Subsea steel,Subsea (5 wells),PSE Kinsale Energy,Block 48/24,Natural Gas,82,,01/01/2003,,93,47414.8819442,,POINT (51.196803 -8.33417999999995)
platforms.2,Croatia,,Operational,IKA JZ (PU 93),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2014,,64,59104.2828344,3-legged,POINT (44.276325 13.5734027780001)
platforms.3,Croatia,,Operational,MARICA (ZD 11),Fixed steel,Subsea,INAgip,MARICA,Natural Gas,,,01/01/2004,,68.5,52992.6503436,4-legged,POINT (44.0717527780001 14.0057861110001)
platforms.4,Croatia,,Operational,ANNAMARIA A,Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2009,,57.3,59939.0660288,4-legged,POINT (44.3634888890001 13.3750277780001)
platforms.5,Croatia,,Operational,IVANA C (PU 23),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2006,,39.8,53446.1127144,1-legged,POINT (44.615655556 13.187175)
platforms.27,Denmark,DK40,Closed down,Regnar,Subsea steel,Subsea,Mærsk,5505/17,Crude Oil,55,,01/01/1993,,45,180774.198021,"Subsea wellhead, production closed p.t.",POINT (55.3859979170001 5.22985204900004)
platforms.6,Croatia,,Operational,IVANA E (PU 13),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2000,,41,41628.5037651,3-legged,POINT (44.7455055560001 13.2462722230001)
platforms.63,Denmark,DK61,Operational,Stine SCB-2,Subsea steel,Subsea,DONG E&P,5604/20,Crude Oil,150,,01/01/2004,,60,188014.282024,"Wellhead, satellite to Siri/removable",POINT (56.5164704540001 5.06067389000003)
platforms.66,Denmark,DK45,Operational,Stine SCB-1,Subsea steel,Subsea,DONG E & P,5604/20,Crude Oil,160,,01/01/2004,,60,189169.899107,"Wellhead, satellite to Siri/removable",POINT (56.5065840720001 5.04237635400006)
platforms.70,Denmark,DK62,Operational,Syd Arne - offloading facility,Subsea steel,Above water production,Hess Denmark,5604/30,Crude Oil,110,,01/01/1999,,60,239158.537151,SAL system for Syd Arne,POINT (56.093125227 4.25758938200005)
platforms.84,Denmark,DK60,Operational,Siri - offloading facility,Subsea steel,Above water production,DONG E & P,5604/20,Crude Oil,110,,01/01/1999,,60,195493.4238,SAL system for Siri,POINT (56.491610038 4.94059924600003)
platforms.1,Bulgaria,BG01,Operational,GAS PLATFORM,,,,,Natural Gas,,,,,,22812.95396,,POINT (43.04461 28.19325)
platforms.92,Ireland,IE1,Operational,Ballycotton,Subsea steel,Subsea (1 well),PSE Kinsale Energy,Block 48/20,Natural Gas,35,,01/01/1991,,87,33016.9996039,,POINT (51.451944 -8.12455799999998)
platforms.93,Ireland,IE7,Decommissioned,Corrib,Subsea steel,Subsea (7 wells),Shell,Block 18/20-25,Natural Gas,375,,,,333,56856.6051747,"Under commission, Central manifold location,",POINT (54.339003 -11.058547)
platforms.94,Ireland,IE5,Operational,Greensand,Subsea steel,Subsea (1 well),PSE Kinsale Energy,Block 48/25,Natural Gas,35,,01/01/2003,,93,43213.3681683,,POINT (51.32642 -8.09909099999993)
platforms.96,Ireland,IE4,Operational,South West Kinsale,Subsea steel,Subsea (3 wells),PSE Kinsale Energy,Block 48/25,Natural Gas,105,,01/01/2001,,93,43189.7172436,,POINT (51.3271140000001 -8.09843299999994)
platforms.241,Netherlands,118117764,Operational,Q16-FA-1,Subsea steel,Subsea,ONE,Q16-FA-101-S1,Natural Gas,1185,,01/01/1998,,21,8537.52849837,,POINT (52.0633353540001 4.04711484900002)
platforms.361,Netherlands,118117715,Operational,K12-S2,Subsea steel,Subsea,NEPTUNE,K,Natural Gas,1000,,01/01/2002,,26,71369.1468139,,POINT (53.4206152570001 3.82511129000005)
platforms.411,Netherlands,118117770,Operational,P15-14S,Subsea steel,Subsea,TAQA OFF,P15-14,Natural Gas,30,,01/01/1993,,25,32336.8925452,,POINT (52.2381957590001 3.79086714400006)
platforms.412,Netherlands,118117771,Operational,P15-10S,Subsea steel,Subsea,TAQA OFF,P15-10,Natural Gas,30,,01/01/1993,,25,32977.9318747,,POINT (52.2639154940001 3.85437447600003)
platforms.421,Netherlands,118117716,Operational,K12-S3,Subsea steel,Subsea,NEPTUNE,K,Natural Gas,1000,,01/01/2003,,46,60285.3492929,,POINT (53.3469966380001 3.94743481800003)
platforms.472,Netherlands,118117741,Operational,L8-A-West,Subsea steel,Subsea,WIN,L08-14-S1,Natural Gas,65,,01/01/2001,,35,49934.6468483,,POINT (53.595008627 4.43463883600003)
platforms.479,Netherlands,161282765,Operational,L4-G,Subsea steel,Subsea,TOTAL,L04-G-01-S1,Natural Gas,70,,01/01/2005,,40,80027.7249892,"Subsea installation installed in 2005  (Source SodM, 2005, p. 61 MEA 2005, p. 28)",POINT (53.8108348590001 4.15916600800006)
platforms.481,Netherlands,118117765,Operational,P15-12S,Subsea steel,Subsea,TAQA OFF,P15-12,Natural Gas,30,,01/01/1993,,25,36757.86739,,POINT (52.2649276230001 3.73758155000007)
platforms.484,Netherlands,118117636,Operational,K4a-D,Subsea steel,Subsea,TOTAL,K04-D-01,Natural Gas,40,,01/01/1997,,41,135836.736011,,POINT (53.7919738100001 3.03857064600004)
platforms.491,Netherlands,199560199,Decommissioned,L10-S1 (verwijderd),Subsea steel,Subsea,PLACID,L10-S-01,Natural Gas,60,,01/01/1988,,27.3,58961.3384076,,POINT (53.4513860100001 4.05141495800007)
platforms.496,Norway,283341,Operational,TROLL RB3,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,01/11/1999,,338,50921.4137021,SUBSEA STRUCTURE; RISER BASE,POINT (60.8879222 3.60625280000005)
platforms.505,Norway,284405,Operational,34/8-A-10 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,01/01/2000,,335,113267.722046,SINGLE WELL TEMPLATE; WATER/GAS INJECTION,POINT (61.3704083000001 2.45873060000002)
platforms.513,Norway,287317,Operational,GULLFAKS A SSIV,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,118,,01/02/2001,,135,125575.567931,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (61.1761056 2.18919440000008)
platforms.523,Norway,425176,Operational,EKOFISK L-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,,1800,,25/10/2013,,79,262900.690412,JACKET 4 LEGS,POINT (56.5443333000001 3.22370830000006)
platforms.530,Norway,280429,Operational,TROLL U1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,01/11/1999,,335,53631.635217,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8493278000001 3.58166670000003)
platforms.543,Norway,281185,Decommissioned,EKOFISK BS4,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1064,,01/01/1975,,72,262707.225426,JACKET TRIPOD,POINT (56.5517139 3.21081390000006)
platforms.554,Norway,279673,Operational,GULLFAKS SØR G,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,120228.327875,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.0972861000001 2.27673610000005)
platforms.561,Norway,278161,Operational,TROLL F,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1159,,23/09/1995,,330,64080.0450847,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (60.7761694000001 3.43824440000003)
platforms.568,Norway,278217,Closed down,30/6-C-27 H,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,480,,01/10/1991,,106,109420.324912,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (60.5410111 2.71925560000005)
platforms.571,Norway,356166,Operational,VIGDIS F,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,450,,18/10/2003,,220,134084.517295,MULTI WELL TEMPLATE; WATER INJECTION,POINT (61.3206806000001 2.06670000000003)
platforms.577,Norway,280009,Operational,TROLL K2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,24/07/1999,,320,54798.5132057,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.7558389000001 3.63979440000003)
platforms.581,Norway,284377,Operational,34/8-A-1 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,26/05/1999,,335,113211.324832,SINGLE WELL TEMPLATE; GAS INJECTOR,POINT (61.3701583000001 2.45975830000003)
platforms.405,Netherlands,118117690,Decommissioned,L16-Logger-P (verwijderd),,Production,WIN,,,,,,,,29738.1516797,,POINT (53.0149147860001 4.21753010500004)
platforms.582,Norway,279617,Operational,GULLFAKS SØR L,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,402,,01/10/2001,,135,124750.107997,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.0967472 2.19277500000004)
platforms.592,Norway,281913,Operational,TROLL PRBN,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,01/04/1998,,324,60709.7258413,SUBSEA STRUCTURE; RISER BASE,POINT (60.7732083000001 3.51062500000006)
platforms.598,Norway,281409,Closed down,ELDFISK FTP-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,696,,01/08/1979,,70,276926.811376,JACKET TRIPOD,POINT (56.3746556 3.26653060000007)
platforms.611,Norway,278189,Operational,TROLL G,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,904,,21/09/1995,,327,65038.4787592,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (60.7535222000001 3.44214170000004)
platforms.619,Norway,280933,Decommissioned,FRIGG DP1,Fixed steel,Above water production,Equinor Energy AS,UK_10010/1,Natural Gas,7000,,,,98,165071.889961,JACKET 8 LEGS,POINT (59.8740278000001 2.06083330000007)
platforms.622,Norway,278133,Operational,TROLL E,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1004,,19/09/1995,,331,62623.0084422,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (60.7992167 3.44573890000004)
platforms.627,Norway,281941,Operational,TROLL PRBS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,11/06/1995,,324,60814.3655284,SUBSEA STRUCTURE; RISER BASE,POINT (60.7721694000001 3.50957780000005)
platforms.642,Norway,280457,Operational,TROLL U2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,01/11/1999,,335,54869.9736177,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8310500000001 3.57259440000007)
platforms.643,Norway,284601,Operational,34/8-A-8 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,01/01/2010,,335,113253.844428,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3703694000001 2.45898610000006)
platforms.647,Norway,282501,Operational,VALE,Subsea steel,Subsea,Spirit Energy Norway AS,NO_25/4,Natural Gas,131,,31/05/2002,,114,150752.128253,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (59.7062306000001 2.31050830000004)
platforms.658,Norway,281017,Operational,GULLFAKS SØR M,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,402,,01/10/2001,,135,124756.742841,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.0970528 2.19267500000007)
platforms.672,Norway,372575,Operational,33/12-N-5,Subsea steel,Subsea,Equinor Energy AS,NO_33/12,Crude Oil,100,,27/01/2007,,140,136047.812953,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.0438778000001 1.98218890000004)
platforms.680,Norway,280653,Operational,GULLFAKS SØR I,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,133082.663112,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.0553889000001 2.03691110000005)
platforms.684,Norway,282081,Operational,TROLL PTO,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,01/11/1999,,338,50483.5494622,SUBSEA STRUCTURE; RISER BASE,POINT (60.8824167000001 3.61843610000005)
platforms.689,Norway,282249,Operational,SNORRE MDU,Subsea steel,Other,Equinor Energy AS,NO_34/4,Crude Oil,6.3,,27/06/2001,,340,128407.404477,SUBSEA STRUCTURE; DISTRIBUTION,POINT (61.5255556000001 2.21194440000005)
platforms.698,Norway,280765,Operational,GULLFAKS SØR K,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,134512.331389,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.1360722000001 2.01549440000002)
platforms.702,Norway,364234,Operational,EKOFISK M-BS,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1720,,23/10/2005,,78.40000153,262830.825223,JACKET TRIPOD,POINT (56.5453778 3.22304440000005)
platforms.715,Norway,280709,Operational,GULLFAKS SØR H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,131082.905886,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.0556472000001 2.07394720000002)
platforms.716,Norway,279057,Operational,TROLL M1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,15/07/2000,,344,49001.9978876,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.9156028 3.62655280000007)
platforms.720,Norway,284545,Operational,34/8-A-19 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,25/05/2004,,335,113257.592304,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (61.3699194000001 2.45886390000004)
platforms.735,Norway,282977,Operational,34/8-A-22 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,16/01/2004,,335,113237.308694,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3699722000001 2.45925000000005)
platforms.736,Norway,279953,Operational,TROLL I2,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,277,,14/04/1998,,315,58683.8712938,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.7285417000001 3.57759720000007)
platforms.742,Norway,282109,Operational,TROLL RB1,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,01/11/1999,,338,50769.7875095,SUBSEA STRUCTURE; RISER BASE,POINT (60.8889778000001 3.60849170000006)
platforms.752,Norway,283453,Operational,VISUND SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,10.7,,26/05/1999,,335,113240.2213,SUBSEA STRUCTURE; DISTRIBUTION,POINT (61.3697222000001 2.45916670000003)
platforms.758,Norway,279701,Operational,GULLFAKS SØR E,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,121162.057604,MULTI WELL TEMPLATE; GAS INJECTION,POINT (61.1106667000001 2.26065830000005)
platforms.759,Norway,279729,Operational,TROLL N1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,292,,06/01/2000,,345,51100.4187523,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.9156889000001 3.58660830000002)
platforms.773,Norway,285357,Operational,SNORRE SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,11,,27/06/2001,,340,128398.445107,SUBSEA STRUCTURE; DISTRIBUTION,POINT (61.5258333 2.21222220000004)
platforms.779,Norway,282445,Operational,TORDIS EXTENSION,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,01/07/1997,,200,130867.722631,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.2748722000001 2.11990560000004)
platforms.792,Norway,277517,Operational,GULLFAKS SØR D,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,122127.76321,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.1240417000001 2.24429170000008)
platforms.794,Norway,278105,Operational,TROLL D,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1456,,25/09/1995,,338,60344.3100577,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (60.8567278 3.44480280000005)
platforms.799,Norway,285413,Operational,SNORRE SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,11,,27/06/2001,,340,128432.214755,SUBSEA STRUCTURE; DISTRIBUTION,POINT (61.5259444000001 2.21161940000007)
platforms.801,Norway,279029,Operational,TROLL L1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,14/11/2000,,327,57899.8380451,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.7851222 3.55604170000004)
platforms.821,Norway,283005,Operational,34/8-A-23 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,01/01/2002,,335,113230.382048,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (61.3700028000001 2.45938330000007)
platforms.826,Norway,280401,Operational,TROLL T2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,01/01/2001,,335,54931.4965387,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8080861000001 3.59319720000002)
platforms.830,Norway,279169,Operational,VIGDIS B,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,05/03/1997,,292,131639.738179,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.3970806 2.11765000000003)
platforms.832,Norway,279197,Operational,VIGDIS E,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,01/01/1998,,290,134300.635102,MULTI WELL TEMPLATE; WATER INJECTION,POINT (61.3985611000001 2.06792500000006)
platforms.834,Norway,284657,Operational,34/8-A-9 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,01/06/2012,,335,113260.487317,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3703889000001 2.45886390000004)
platforms.837,Norway,283117,Operational,34/8-A-3 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,26/05/1999,,335,113219.040428,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (61.3702556000001 2.45962500000007)
platforms.863,Norway,281885,Operational,TROLL PRB,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,28/05/1994,,324,61208.7121466,SUBSEA STRUCTURE; RISER BASE,POINT (60.7758333 3.49750000000006)
platforms.881,Norway,280681,Operational,GULLFAKS SØR J,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,134897.982237,MULTI WELL TEMPLATE; GAS INJECTION,POINT (61.0641222 2.00329720000002)
platforms.887,Norway,283313,Operational,TROLL RB2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,01/11/1999,,338,50454.1262378,SUBSEA STRUCTURE; RISER BASE,POINT (60.8841361 3.61782780000004)
platforms.899,Norway,283089,Operational,34/8-A-26  H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,01/01/2001,,335,113211.966202,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (61.3700944 2.45973890000005)
platforms.906,Norway,277657,Operational,VIGDIS C,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,05/03/1997,,283,132292.123762,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.3804306000001 2.10339170000003)
platforms.907,Norway,282669,Closed down,EKOFISK T WALL,Gravity-based concrete,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,900000,,24/06/1989,,76.80000305,262837.69772,CONCRETE STRUCTURE,POINT (56.5495417000001 3.21258060000002)
platforms.910,Norway,281969,Operational,TROLL PRS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,10/04/1995,,325,61076.3400559,SUBSEA STRUCTURE; RISER SUPPORT,POINT (60.7749472 3.50117220000004)
platforms.912,Norway,282921,Operational,TROLL PILOT,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,380,,03/11/1999,,342,48177.64703,SUBSEA STRUCTURE; SEPARATION,POINT (60.8963389 3.65375830000005)
platforms.927,Norway,279981,Operational,TROLL J2,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,311,,17/03/1999,,315,54448.2360171,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.7292972000001 3.65654720000003)
platforms.936,Norway,278357,Operational,DRAUPNER E,Fixed steel,Above water production,Gassco AS,NO_16/11,Natural Gas,4418,,13/08/1995,,69.30000305,183464.289774,JACKET 4 LEGS; RISER,POINT (58.1899917000001 2.47267220000003)
platforms.938,Norway,279113,Operational,TROLL I1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,322,,14/04/1998,,315,58199.9496974,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.7410111 3.58172500000006)
platforms.941,Norway,377386,Operational,TORDIS SSIB,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,1245,,14/02/2008,,210,131112.118861,SUBSEA STRUCTURE; BOOSTER - SEPARATION - WATER INJECTION,POINT (61.2747778 2.11523060000007)
platforms.953,Norway,287569,Operational,SNORRE B SBV,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,16.9,,27/06/2001,,350,128320.457657,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (61.5228500000001 2.21257500000007)
platforms.955,Norway,283397,Operational,TROLL RSS1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,4000,,01/11/1999,,338,50751.1429821,SUBSEA STRUCTURE; RISER SUPPORT,POINT (60.8870361 3.61012780000004)
platforms.966,Norway,284433,Under construction,34/8-A-11 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,01/01/2000,,335,113275.204268,SINGLE WELL TEMPLATE; WATER/GAS INJECTION,POINT (61.3704194000001 2.45859170000006)
platforms.972,Norway,283369,Operational,TROLL RB4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,01/11/1999,,338,50623.9875424,SUBSEA STRUCTURE; RISER BASE,POINT (60.8830056 3.61530560000006)
platforms.977,Norway,281493,Operational,TROLL ERB,Fixed steel,Other,Equinor Energy AS,NO_31/2,,1458,,21/09/1995,,324,60736.6091569,SUBSEA STRUCTURE; RISER BASE,POINT (60.7725 3.51083330000006)
