FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.1517,United Kingdom,ac4b692a-40ee-475f-8ee6-b6ff2269,Operational,GLEN MOOAN,TERMINAL,GLEN MOOAN,,,,,,,,,758.37014874,,POINT (54.2679721600001 -4.59934538399995)
platforms.1518,United Kingdom,116e2e99-f034-465d-b313-58467d4d,Operational,ALBA NORTH,PLATFORM,PRODUCTION DRILLING FIXED STEEL,ITHACA ENERGY,,,,,,,,179458.158139,,POINT (58.058034245 1.07973668700004)
platforms.1519,United Kingdom,f3613078-ada2-46f8-8f9b-68eb256c,Operational,48/29A-Q,PLATFORM,QUARTERS PLATFORM,ENI UK LIMITED,,,,,,,,27587.3418573,,POINT (53.0175716590001 1.79636086600004)
platforms.1520,United Kingdom,a9bc54ed-0c5d-4fbf-b257-bbdacfb7,Operational,LENNOX,PLATFORM,WELLHEAD STEEL,ENI UK LIMITED,,,,,01/01/1995,,,7731.6260781,,POINT (53.631347335 -3.17640400599993)
platforms.1521,United Kingdom,e4a1d16f-462b-426f-b39d-3f344007,Under construction,48/9A MIMAS,PLATFORM,MIMAS PLATFORM,CHRYSAOR HOLDINGS,,,,,05/07/2006,,,96118.0341918,Change in status from PRECOMMISSION to ACTIVE.,POINT (53.76215397 1.70474798200007)
platforms.1522,United Kingdom,252a211c-e2a9-4a8c-86f3-683257f3,Operational,HOTON,PLATFORM,HOTON,PERENCO OIL & GAS,,,,,,,,73098.1036977,,POINT (53.8027696770001 1.20632777300006)
platforms.1523,United Kingdom,8650c995-7b36-44eb-a5a3-0633614a,Operational,ROUGH BP,PLATFORM,"ROUGH BP PRODUCTION (WINTER), INJECTION(SUMMER)",CENTRICA STORAGE HOLDINGS,,,,,01/01/1984,,,28514.5498026,"Rough BD, BP and CD, three platforms linked by two footbridges",POINT (53.8337720540001 0.441603021000049)
platforms.1524,United Kingdom,83c368ce-85e8-4dd2-b416-640431ea,Closed down,VANGUARD,PLATFORM,WELLHEAD STEEL,CHRYSAOR HOLDINGS,,,,,01/01/1987,,,71428.1324693,Platform is in cold suspension with no mobile hydrocarbons and awaiting removal.Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (53.377520696 2.11030451500005)
platforms.1525,United Kingdom,c6d208a0-749d-4b0a-a03f-0af2d28f,Operational,WAVENEY,PLATFORM,PRODUCTION STEEL,PERENCO OIL & GAS,,,,,,,,45653.6528763,,POINT (53.35234803 1.30289398800005)
platforms.1526,United Kingdom,fae34c19-30fe-4112-9979-774eeff7,Operational,LOMOND,PLATFORM,PRODUCTION & DRILLING STEEL,CHRYSAOR HOLDINGS,,,,,,,,238329.554158,,POINT (57.2868973060001 2.17670897800002)
platforms.1527,United Kingdom,50993f84-939f-406a-bd0d-895a22d0,Operational,ALBA,FPSO,FSU,ITHACA ENERGY,,,,,,,,176484.955338,,POINT (58.0478342740001 1.03273853900004)
platforms.1528,United Kingdom,55d21bd5-4550-4052-8ce3-40b6e63e,Operational,LEMAN CD,PLATFORM,LEMAN CD,ROYAL DUTCH SHELL,,,,,01/07/1970,,,50505.1900254,,POINT (53.0960976420001 2.16082320100003)
platforms.1529,United Kingdom,481b5d11-4870-4cf0-8301-c8d53f3d,Under construction,JUDY JRP,PLATFORM,JUDY RISER PLATFORM,CHRYSAOR HOLDINGS,,,,,11/07/2012,,,263715.421697,Asset transfer from ConocoPhillips to Chrysaor October 2019 | TOPSIDES TO BE INSTALLED 2013,POINT (56.6980386370001 2.33554063400004)
platforms.1530,United Kingdom,6770430b-36ed-4f75-8cf4-81bd262c,Operational,POOLE BAY BUOY 2: KFB 18/2012 AREA 4,BUOY,POOLE BAY GUARD BUOY 2: KFB 18/2012 AREA 4 AUG1012 - APR2016,CEFAS,,,,,01/08/2012,,,9096.37871809,Buoys are fitted with a yellow light exhibiting the sequence Fl Y (5) 20s,POINT (50.633003525 -1.71696791399995)
platforms.1531,United Kingdom,c0125577-42a7-4e3b-9ab6-39b08c66,Operational,CALDER,PLATFORM,REMOTE DRILLING AND PRODUCTION PLATFORM,HARBOUR ENERGY PLC,,,,,01/10/2002,,,39816.273064,,POINT (53.8074897330001 -3.66309884399993)
platforms.1532,United Kingdom,ef42ac0d-1c31-4d09-ae0d-cb42a567,Operational,RAVENSPURN NORTH ST3,PLATFORM,WELLHEAD STEEL,PERENCO OIL & GAS,,,,,,,,64906.8786377,,POINT (54.0726479940001 0.913388950000069)
platforms.1533,United Kingdom,b2396cd7-04dd-4e22-a751-5f3fe399,Operational,BLYTHE JACKET,OTHER SURFACE,BLYTHE JACKET CRP,IOG PLC,,,,,,,,35675.8703679,,POINT (53.241254112 1.44616668600003)
platforms.1534,United Kingdom,85d59890-81ef-483a-a1a1-0fd727cf,Operational,CUTTER QC,PLATFORM,CUTTER QC,ROYAL DUTCH SHELL,,,,,04/07/2005,,,120317.396622,Convergence 1.75º Grid less than True,POINT (53.69484771 2.62240153400006)
platforms.1535,United Kingdom,4f77f70c-7c40-4d21-814f-daa8654c,Under construction,44/23A KELVIN TM,PLATFORM,KELVIN PLATFORM,CHRYSAOR HOLDINGS,,,,,27/05/2007,,,168404.754158,Change in status from PRECOMMISSION to ACTIVE.,POINT (54.3329131830001 2.47937406300002)
platforms.1536,United Kingdom,cb7bd07c-2cfd-43ef-af0d-30997273,Operational,GANNET A,PLATFORM,GANNET A,ROYAL DUTCH SHELL,,,,,01/01/1991,,,170275.187578,,POINT (57.1843756440001 0.998424597000053)
platforms.1537,United Kingdom,34c226e5-02f4-492b-9e14-7bda2fbb,Operational,LEMAN EP,PLATFORM,PRODUCTION STEEL,PERENCO OIL & GAS,,,,,,,,50241.6404346,,POINT (53.0604542720001 2.21031943400004)
platforms.1538,United Kingdom,5d56380f-5f6a-4425-bd94-22cb1322,Operational,SOLAN,PLATFORM,SOLAN PLATFORM,HARBOUR ENERGY PLC,,,,,20/11/2014,,,95725.1296772,Change in status - now active,POINT (60.061635811 -3.97039196399993)
platforms.1539,United Kingdom,34713e69-cd22-43a7-90cf-1082a80d,Closed down,BRENT A,PLATFORM,BRENT A,ROYAL DUTCH SHELL,,,,,01/05/1976,,,135782.270103,Platform Topsides Removed 22nd June 2020 by Pioneering Spirit. Steel jacket remains in situ.,POINT (61.034384161 1.70368596200007)
platforms.1540,United Kingdom,f944c1a3-6fcc-4ef3-af44-ef37aa5c,Operational,CYGNUS A (AWHP),PLATFORM,ALPHA WELL HEAD PLATFORM,NEPTUNE E&P,,,,,12/05/2014,,,161977.869075,bridge linked to APU Alpha Wellhead Platform,POINT (54.5690935200001 2.29114301500005)
platforms.1541,United Kingdom,b73e635d-d546-49d5-a2f6-db098024,Operational,LEMAN BP,PLATFORM,LEMAN BP,ROYAL DUTCH SHELL,,,,,01/09/1969,,,50141.5607441,Convergence 1.75º Grid less than True,POINT (53.07606851 2.18507374500007)
platforms.1542,United Kingdom,6aec0f22-8772-455c-97ba-c081a070,Operational,DAVY A,PLATFORM,WELLHEAD STEEL,PERENCO OIL & GAS,,,,,,,,86434.1919171,,POINT (53.004421983 2.89476972100005)
platforms.1543,United Kingdom,bc3f74df-8487-43d6-8f20-f76e0231,Operational,NIGG BAY,TERMINAL,NIGG BAY,,,,,,,,,406.80244367,,POINT (57.746460606 -3.92449280399995)
platforms.1544,United Kingdom,0b3a53d7-7914-4ec6-b63e-0e00ec30,Decommissioned,BEATRICE B,PLATFORM,PRODUCTION & ACCOMMODATION,REPSOL SINOPEC RESOURCES,,,,,,,,21168.4033971,,POINT (58.1472500040001 -3.02166668099994)
platforms.1545,United Kingdom,f9afd31c-7d76-4235-b298-4692d64c,Operational,LEMAN AP,PLATFORM,LEMAN AP,ROYAL DUTCH SHELL,,,,,01/08/1967,,,48477.990184,,POINT (53.089543577 2.12919654200005)
platforms.1546,United Kingdom,50d905b6-1199-4afc-ae89-0a367b37,Operational,ALWYN NORTH NAA,PLATFORM,DRILLING & ACCOMMODATION STEEL,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,135837.772627,,POINT (60.808742942 1.73586121400007)
platforms.1547,United Kingdom,b6358e5f-78e1-4c8e-87c3-986d0420,Operational,CLEETON WLTR,PLATFORM,WELLHEAD STEEL,PERENCO OIL & GAS,,,,,,,,53321.0785012,,POINT (54.0330148890001 0.726624973000071)
platforms.1548,United Kingdom,2a407e94-2531-49fe-9f46-e767ebc7,Operational,NEWBIGGIN-BY-THE-SEA WAVERIDER BUOY KFB02/2013 AREA3,BUOY,NEWBIGGIN-BY-THE-SEA WAVERIDER BUOY KFB02/2013 AREA3,FUGRO,,,,,14/01/2013,,,1349.3637942,,POINT (55.1851679220001 -1.47834569399993)
platforms.1549,United Kingdom,70cd1087-a412-497b-9317-a6662da1,Operational,CLYDE,PLATFORM,PRODUCTION DRILING STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,258740.688032,,POINT (56.451963047 2.28700177600007)
platforms.1550,United Kingdom,94186ea2-89d1-479e-9634-5ecf4ca8,Operational,GOLDEN EAGLE PUQ PLATFORM,PLATFORM,GOLDEN EAGLE PUQ PLATFORM,CNOOC INTERNATIONAL,,,,,03/06/2013,,,66309.377431,v27 RETURN,POINT (57.960095531 -0.917613484999947)
platforms.1551,United Kingdom,b2a11664-5776-4826-bfb3-07251c8e,Operational,CYGNUS A (APU),PLATFORM,"ALPHA PRODUCTION PLATFORM INCLUDES ACCOMODATION, PROCESS AND WELLHEAD PLATFORMS LINKED BY BRIDGES",NEPTUNE E&P,,,,,22/07/2014,,,161879.610046,Alpha Process & Utilities Platform,POINT (54.5686385220001 2.28979402700003)
platforms.1552,United Kingdom,28a732ef-e940-459c-b9bf-3c593044,Operational,CLIPPER PW,PLATFORM,CLIPPER PW,ROYAL DUTCH SHELL,,,,,01/08/1989,,,65288.3589735,,POINT (53.4595348760001 1.73066174900003)
platforms.1553,United Kingdom,cef191a1-0bb9-4465-9ac5-4839b16e,Operational,MUNRO MH,PLATFORM,MUNRO MH PLATFORM,CHRYSAOR HOLDINGS,,,,,01/06/2005,,,158684.897303,Asset transfer from ConocoPhillips to Chrysaor October 2019 | Normally unmanned installation,POINT (54.4338812400001 2.29875483400002)
platforms.1554,United Kingdom,86fee513-675f-4f4e-9da7-5aa2759f,Operational,CAVENDISH,PLATFORM,CAVENDISH PLATFORM,INEOS INDUSTRIES,,,,,12/06/2006,,,124834.601355,"The status has been marked as ACTIVE, this will be the case as of early June 2007, until then the correct status is PRECOMMISSION.",POINT (54.4779974570001 1.73881152600006)
platforms.1555,United Kingdom,11161775-a79c-4963-82cd-2a00a93c,Operational,MILLOM WEST PLATFORM,PLATFORM,MILLOM WEST PLATFORM,SPIRIT ENERGY,,,,,,,,39243.647255,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (54.026199805 -3.86139605699998)
platforms.1556,United Kingdom,6f93723f-eae3-4cab-9359-f132c8f6,Operational,LEMAN CP,PLATFORM,LEMAN CP,ROYAL DUTCH SHELL,,,,,01/07/1970,,,50586.4112399,Convergence 1.73º True more than Grid,POINT (53.096432803 2.16196784800007)
platforms.1557,United Kingdom,268f8a84-69f6-490a-aa0b-d60adc72,Operational,DP6 PLATFORM,PLATFORM,DP6 PLATFORM,SPIRIT ENERGY,,,,,,,,33770.6666217,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (53.864230902 -3.61798086799996)
platforms.1558,United Kingdom,82be50fd-76b0-47bf-b834-5a2eaf19,Operational,NINIAN SOUTHERN,PLATFORM,NINIAN SOUTHERN PLATFROM,CNR INTERNATIONAL,,,,,,,,120233.075712,,POINT (60.8050533960001 1.44879864500007)
platforms.1559,United Kingdom,39f13013-66dc-4aed-88bc-7a5916eb,Closed down,AUDREY A (WD),PLATFORM,AUDREY A PLATFORM,SPIRIT ENERGY,,,,,,,,82178.2150025,,POINT (53.5396323640001 2.01442251400005)
platforms.1560,United Kingdom,039d1eb1-0242-4aef-a24d-0c01239b,Operational,LIVERPOOL BAY BUOY: KFB 07/2012,BUOY,LIVERPOOL BAY BUOY: KFB 07/2012 UNTIL 31DEC2014,CEFAS,,,,,01/01/2012,,,16904.9681854,,POINT (53.534502677 -3.35715349199995)
platforms.1561,United Kingdom,b03a8233-355f-4f69-82f8-390b0d6f,Operational,MONTROSE BLP PLATFORM,PLATFORM,MONTROSE BLP PLATFORM,REPSOL SINOPEC RESOURCES,,,,,21/06/2014,,,189320.325078,Heading 356.868,POINT (57.45113925 1.38688869300006)
platforms.1562,United Kingdom,7b3cd1ae-c8c6-4a57-a767-3fc456a9,Operational,LEMAN DP,PLATFORM,PRODUCTION STEEL,PERENCO OIL & GAS,,,,,,,,54109.7644092,,POINT (53.016744524 2.33968823800006)
platforms.1563,United Kingdom,3a833ec2-e78f-4b7b-8fea-49daa520,Operational,QUARTERS UTILITIES (QU) JACKET,PLATFORM,QUARTERS UTILITIES QU JACKET,CNOOC INTERNATIONAL,,,,,13/07/2005,,,55122.9072412,"Height of jacket substructure above LAT -26m. Temp Nav Aid - 1 no. 10 nautical mile main lantern, with GPS synchro unit.",POINT (57.8128631070001 -0.977412166999954)
platforms.1564,United Kingdom,74f3d92b-0de2-4dd2-b427-72612d37,Operational,GALLEON PG,PLATFORM,GALLEON PG,ROYAL DUTCH SHELL,,,,,01/01/1990,,,73264.0037374,,POINT (53.519814882 1.79827776800005)
platforms.1565,United Kingdom,d3113467-d963-4845-96df-f2644cde,Operational,LOUGHSHINNY,TERMINAL,LOUGHSHINNY,,,,,,,,,264.97180982,,POINT (53.5356545000001 -6.08963168499997)
platforms.1566,United Kingdom,51dd22da-f4d7-4109-997e-3660fcfa,Operational,48/29A-FTP,PLATFORM,FIELD TERMINAL PLATFORM,ENI UK LIMITED,,,,,,,,27421.9359316,,POINT (53.0167530000001 1.79418334700006)
platforms.1567,United Kingdom,37e8ff33-0210-4ab5-a035-d2cfbdae,Operational,WEST FRANKLIN WHP,PLATFORM,WEST FRANKLIN WELLHEAD PRODUCTION STEEL,TOTALENERGIES UPSTREAM UK LIMITED,,,,,01/09/2011,,,223874.272789,,POINT (56.9593124560001 1.80575102600005)
platforms.1568,United Kingdom,ccc74cf4-af3b-46f0-9ba1-9b251c2a,Operational,POOLE BAY BUOY 1: KFB 18/2012 AREA 4,BUOY,POOLE BAY WAVERIDER BUOY 1: KFB 18/2012 AREA 4 AUG1012 - APR2016,CEFAS,,,,,01/08/2012,,,9010.59509156,Buoys are fitted with a yellow light exhibiting the sequence Fl Y (5) 20s,POINT (50.633503526 -1.71880088899997)
platforms.1569,United Kingdom,b6358e5f-78e1-4c8e-87c3-986d0420,Operational,CLEETON RISER TOWER,PLATFORM,WELLHEAD STEEL,PERENCO OIL & GAS,,,,,,,,53371.8932494,,POINT (54.033227077 0.727476750000051)
platforms.1570,United Kingdom,9859f5a9-2bca-4d34-a30a-3ad785e0,Operational,BRUCE PUQ,PLATFORM,PRODUCTION & ACCOMMODATION,SERICA ENERGY,,,,,,,,153507.212113,,POINT (59.742321587 1.67140556400005)
platforms.1571,United Kingdom,e2885541-22d0-47c7-a1c3-58d0f493,Operational,CULZEAN PROCESSING PLATFORM (CPF),PLATFORM,CULZEAN CPF (CENTRAL PROCESSING PLATFORM),TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,224064.125647,Status Change - now ACTIVE and co-ord update- Jacket Structure Installed Aug 2017 - Topside installations ongoing. As-Built Co-ords Updated.Due to be installed later in 2017,POINT (57.191253343 1.90975915400003)
platforms.1572,United Kingdom,62daf851-88c0-4ab9-9ac6-59a6aa95,Operational,CYGNUS B (BWHP),PLATFORM,CYGNUS B BRAVO WELL HEAD PLATFORM,NEPTUNE E&P,,,,,15/07/2015,,,157129.836977,Bravo Wellhead Platform,POINT (54.5999325750001 2.19488117700007)
platforms.1573,United Kingdom,f9e35c1e-1624-4f37-8412-812b46c3,Operational,CLEETON PQ,PLATFORM,PRODUCTION & ACCOMMODATION STEEL,PERENCO OIL & GAS,,,,,,,,53315.2473521,,POINT (54.032598158 0.726408279000054)
platforms.1574,United Kingdom,9cab0e3e-ccf1-40d0-bfcb-b3902cab,Operational,FASP,PLATFORM,FORTIES ALPHA SUPPORT PLATFORM,APACHE CORPORATION,,,,,30/06/2013,,,165422.690657,,POINT (57.731201463 0.968955993000066)
platforms.1575,United Kingdom,c224555b-b624-4287-8d8f-d2a97b96,Operational,BOOSTER PLATFORM 37/4A NORPIPE A.S,PLATFORM,BOOSTER PLATFORM 37/4A NORPIPE A.S,CONOCOPHILLIPS,,,,,,,,203905.985798,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (55.899465933 1.61039540200005)
platforms.1576,United Kingdom,895c7755-6592-4338-a5cb-1d83d49a,Operational,WEST SOLE A PP,PLATFORM,PRODUCTION STEEL,PERENCO OIL & GAS,,,,,,,,67096.2544145,,POINT (53.7027813600001 1.14926500900003)
platforms.1577,United Kingdom,77587079-8a79-4a15-a420-ff8a3e0d,Operational,DOUGLAS DP,PLATFORM,PRODUCTION STEEL,ENI UK LIMITED,,,,,01/01/1995,,,24034.3207055,,POINT (53.537201329 -3.57822084999998)
platforms.1578,United Kingdom,a673c7ba-b9da-4216-ab2c-be71c552,Operational,PIERCE FPSO HAEWENE BRIM,FPSO,PIERCE FPSO HAEWENE BRIM,ROYAL DUTCH SHELL,,,,,,,,247471.393624,,POINT (57.160787241 2.29309167700006)
platforms.1579,United Kingdom,7c5588bc-c575-4ae3-9838-13b5e314,Closed down,ST ANDREWS BAY SAMMO - 3 DATA BUOY KFB 23/2012,BUOY,ST ANDREWS BAY SAMMO - 3 DATA BUOY KFB 23/2012,,,,,,05/11/2012,,,1613.95255828,,POINT (56.3416718170001 -2.72470207899994)
platforms.1580,United Kingdom,154ccd9d-35f5-4e5d-b22d-c4f75f89,Operational,CENTRAL PRODUCTION PLTFM CPP1,PLATFORM,CENTRAL PRODUCTION PLTFM CPP1,SPIRIT ENERGY,,,,,,,,33263.9891378,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (53.845966409 -3.58211738599994)
platforms.1581,United Kingdom,8417b2aa-754a-431e-a9e9-2810a8fb,Operational,SOUTH MORECAMBE DP1,PLATFORM,DRILLING PLATFORM,SPIRIT ENERGY,,,,,,,,33170.7846034,,POINT (53.8461667300001 -3.58050526699998)
platforms.1582,United Kingdom,de181eef-da45-40f0-81dc-0ca6a0a2,Operational,CLIPPER PR,PLATFORM,CLIPPER PR,ROYAL DUTCH SHELL,,,,,,,,65235.7503864,,POINT (53.458243619 1.73334912700005)
platforms.1583,United Kingdom,d15576e3-2eca-410b-9836-cf7a0a1c,Operational,RAVENSPURN SOUTH B,PLATFORM,WELLHEAD STEEL,PERENCO OIL & GAS,,,,,,,,64078.660665,,POINT (54.0593646900001 0.898639044000049)
platforms.1584,United Kingdom,a67e333c-2b70-4651-855c-c1ee38fe,Operational,BRIGANTINE BG,PLATFORM,BRIGANTINE BG,ROYAL DUTCH SHELL,,,,,,,,97847.9973247,,POINT (53.401741874 2.65500969100003)
platforms.1585,United Kingdom,06558d64-1abd-4e57-94fb-d71ea01e,Operational,FORTIES UNITY,PLATFORM,RISER PLATFORM,INEOS FPS LTD,,,,,01/01/1993,,,152637.542074,,POINT (57.721067487 0.75494522300005)
platforms.1586,United Kingdom,8b225d07-a136-42ad-b400-210474c1,Operational,AMETHYST A2D,PLATFORM,WELLHEAD STEEL,PERENCO OIL & GAS,,,,,,,,42508.5797675,,POINT (53.622498385 0.789135540000075)
platforms.1587,United Kingdom,a39c9536-6901-496a-8f82-786c62c7,Operational,BRAE A,PLATFORM,PRODUCTION DRILLING STEEL,TAQA EUROPA B.V.,,,,,,,,189699.324734,,POINT (58.692035575 1.28037168300006)
platforms.1588,United Kingdom,be516e4a-20eb-4cf8-986d-90e89868,Decommissioned,BEATRICE CSS,PLATFORM,PRODUCTION,REPSOL SINOPEC RESOURCES,,,,,,,,21165.3761705,,POINT (58.147416735 -3.02128327899993)
platforms.1589,United Kingdom,e3b68fc1-c532-461f-bd9f-9eecfc1d,Closed down,VULCAN 1,PLATFORM,WELLHEAD STEEL,CHRYSAOR HOLDINGS,,,,,01/01/1987,,,56707.9903371,Change in status from ACTIVE to NOT IN USE.,POINT (53.247035672 2.02315632400007)
platforms.1590,United Kingdom,0c713031-46f2-4238-b262-fdebe6b7,Operational,RAVENSPURN NORTH CC,PLATFORM,PRODUCTION & ACCOMMODATION CONCRETE GRAVITY BASED,PERENCO OIL & GAS,,,,,,,,76652.9858471,,POINT (54.030631161 1.10083571600006)
platforms.1591,United Kingdom,f36a9b11-b0c1-44b0-9ec5-aba59c04,Operational,SULLOM VOE OIL TERMINAL,TERMINAL,SULLOM VOE OIL TERMINAL,,,,,,,,,576.30208909,,POINT (60.4611576470001 -1.26821184599993)
platforms.1592,United Kingdom,c9aaf2f9-1224-4c91-83df-04a8a78f,Operational,SURFACE MOORING BUOY 1,OTHER SURFACE,MOORING BUOY 1 LOCATED BETWEEN ROMEO AND PAP PLATFORMS,ONE-DYAS,,,,,14/03/2017,,,93800.3817886,,POINT (53.199997561 2.85003218600002)
platforms.1593,United Kingdom,d88d85c1-070c-462d-948d-17367be3,Operational,CATCHER,FPSO,BW CATCHER,HARBOUR ENERGY PLC,,,,,19/10/2017,,,169652.496207,,POINT (56.7701230500001 0.713131900000064)
platforms.1594,United Kingdom,ee04614a-d911-4e71-a0b5-aad84830,Operational,BERYL FLARE,PLATFORM,FLARE BRIDGE/VERTICAL STACK,APACHE CORPORATION,,,,,,,,156873.858463,,POINT (59.5458200620001 1.53342592300004)
platforms.1595,United Kingdom,82d4d1ba-1800-4864-8ffc-f8a9cc58,Operational,CARRACK QA,PLATFORM,CARRACK QA,ROYAL DUTCH SHELL,,,,,,,,118115.296459,Convergence 2.25º Grid less than True,POINT (53.57879824 2.79089712500007)
platforms.1596,United Kingdom,35580d45-e655-42ad-be51-103dd1ed,Operational,LEMAN AK,PLATFORM,LEMAN AK,ROYAL DUTCH SHELL,,,,,01/02/1975,,,48518.5073892,Convergence 1.703º True more than Grid,POINT (53.0900679630001 2.12918465100006)
platforms.1597,United Kingdom,9b4964f5-a8b1-4dd1-996c-dc06d9ee,Operational,OCEANOGRAPHIC BUOY: KFB 11/2012 UNTIL APR2016,BUOY,OCEANOGRAPHIC BUOY: KFB 11/2012 UNTIL APR2016,CEFAS,,,,,01/01/2012,,,9985.57630697,Recording oceanographic equipment- 1Jan 2012 to 1 Apr 2016 - yellow coloured Waverider buoy. The buoy is equipped with a yellow light exhibiting the sequence FI Y (5) 20s,POINT (53.0569990770001 0.475049498000033)
platforms.1598,United Kingdom,02f30edf-32c2-4ebc-8b77-656d175b,Operational,MET OCEAN BUOY MARINE GROWTH BUOY,MONITOR BUOY,MARINE GROWTH BUOY,EQUINOR ASA,,,,,,,,124549.435423,,POINT (60.9691181410001 -3.75183902099997)
platforms.1599,United Kingdom,2ba7f971-57fe-4e46-b46a-fe4f2ca1,Operational,BACTON GAS TERMINAL,TERMINAL,BACTON GAS TERMINAL,,,,,,,,,696.83797554,,POINT (52.857011619 1.45734174500006)
platforms.1601,United Kingdom,7d86595c-5598-4a31-8c1a-0975b8ae,Operational,WELLHEAD (W),PLATFORM,WELLHEAD (W) PLATFORM,CNOOC INTERNATIONAL,,,,,20/06/2005,,,55361.5628758,Height of topsides module above LAT-61m (top of crane A-Frame). Max height of topsides module above LAT with the crane boom raised -88m (when crane boom installed).,POINT (57.8143259970001 -0.974224333999928)
platforms.1602,United Kingdom,8eb2d157-e549-48e4-9296-2b057ee6,Operational,MAGNUS,PLATFORM,PRODUCTION & DRILLING STEEL,ENQUEST PLC,,,,,,,,141852.042754,,POINT (61.6196156500001 1.30562076900003)
platforms.1603,United Kingdom,2f986518-a867-4a08-b9ee-34672007,Operational,WENLOCK NUI,PLATFORM,WENLOCK,ALPHA PETROLEUM UK HOLDINGS,,,,,23/10/2006,,,97321.7038135,ODE AM appointed Installation Operator Oct. 2021; Alpha is the Licence Operator,POINT (53.588077728 2.29386963900004)
platforms.1604,United Kingdom,aea1c605-a9c9-4e06-9413-4be6e826,Closed down,SCHOONER A,PLATFORM,WELLHEAD STEEL,DNO NORTH SEA,,,,,,,,135486.328858,Shut-in awaiting removal,POINT (54.0590303380001 2.07642450100002)
platforms.1605,United Kingdom,7922680b-d430-4d6b-a433-c257ed33,Operational,ANGLIA A,PLATFORM,WELLHEAD FIXED STEEL,ITHACA ENERGY,,,,,,,,53796.9289758,,POINT (53.3675954080001 1.65170710000007)
