FID,munition_type,description,infoprov,thedate,dist_coast,geometry
munitions.748,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6798.660665,POINT (55.1499833198744 15.2570431703061)
munitions.749,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6761.704735,POINT (55.1499704496766 15.2564442703868)
munitions.750,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6687.775238,POINT (55.1499084800923 15.2552647798458)
munitions.751,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6539.34051,POINT (55.144996040435 15.2551032697002)
munitions.752,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6515.450343,POINT (55.1441715797546 15.255025790408)
munitions.753,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6453.72623,POINT (55.1429647597159 15.2544506298927)
munitions.754,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6454.076322,POINT (55.1426924602889 15.2545431098767)
munitions.755,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6539.915693,POINT (55.1427127301085 15.2559047500043)
munitions.756,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6620.363903,POINT (55.1460399698688 15.2559922198651)
munitions.757,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6662.829223,POINT (55.1458539702846 15.2567520004046)
munitions.758,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6632.416484,POINT (55.145802119872 15.2562832099023)
munitions.759,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6625.383198,POINT (55.1437590103701 15.2569282999012)
munitions.760,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6673.001061,POINT (55.1457860301012 15.2569430002193)
munitions.761,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6708.897427,POINT (55.1478500002773 15.2566329796284)
munitions.762,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6758.085226,POINT (55.1455835900107 15.2583911704162)
munitions.763,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6704.831718,POINT (55.1429615698207 15.2584550501605)
munitions.764,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6691.365911,POINT (55.1426799803968 15.2583269399364)
munitions.765,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6748.871959,POINT (55.1433414596407 15.2590372901389)
munitions.766,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6782.238891,POINT (55.1448424596119 15.2590574502412)
munitions.767,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6814.688294,POINT (55.1451788303388 15.2594538902849)
munitions.768,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6759.525739,POINT (55.145471250298 15.2584577202476)
munitions.769,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6903.825188,POINT (55.1475947403051 15.2599075299086)
munitions.770,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6902.684329,POINT (55.1473530699882 15.2599947398654)
munitions.771,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6825.304361,POINT (55.1435184696018 15.260199570354)
munitions.772,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6765.197554,POINT (55.1434432098363 15.2592650101722)
munitions.773,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6800.175689,POINT (55.1426170296522 15.2600774900841)
munitions.774,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6919.084624,POINT (55.1461135101304 15.2607723395719)
munitions.775,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6933.131024,POINT (55.1463410502993 15.2609078898873)
munitions.776,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6874.458538,POINT (55.1464027401943 15.2599382399579)
munitions.777,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6580.562365,POINT (55.1464957399864 15.2551585699121)
munitions.778,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6418.307758,POINT (55.145436829646 15.2529829102332)
munitions.779,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6398.927169,POINT (55.1450667901003 15.2528189503344)
munitions.780,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6289.502933,POINT (55.1442503702584 15.2513750896887)
munitions.781,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6350.2369,POINT (55.144346389974 15.2523135898004)
munitions.782,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6446.094726,POINT (55.1441466703326 15.253923840313)
munitions.783,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6549.753489,POINT (55.1440906200861 15.2556038296531)
munitions.784,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6201.746359,POINT (55.1435286103571 15.2502322699034)
munitions.785,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6322.460646,POINT (55.1433905599264 15.2522120095766)
munitions.786,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6396.801439,POINT (55.1432027500069 15.2534637201746)
munitions.787,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6200.191016,POINT (55.1433226602127 15.2502800104142)
munitions.788,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6310.226312,POINT (55.1431397596922 15.2521019001826)
munitions.789,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6309.094059,POINT (55.1429758303703 15.2521386096092)
munitions.790,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,6209.438586,POINT (55.142844790155 15.250590809818)
munitions.791,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27789.87609,POINT (55.3112158402389 15.6348742704313)
munitions.792,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27757.24885,POINT (55.3108209596197 15.6343354002586)
munitions.793,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27671.00932,POINT (55.309486389985 15.6328844295728)
munitions.794,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27777.07649,POINT (55.309964439907 15.6345904300044)
munitions.795,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27922.4949,POINT (55.3106623398951 15.6369291700452)
munitions.796,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27673.4667,POINT (55.3091308097391 15.6328965299509)
munitions.797,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27817.98751,POINT (55.3095629195931 15.6352065195653)
munitions.798,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27918.56102,POINT (55.3099585097775 15.6368197801088)
munitions.799,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27736.41023,POINT (55.3082720399228 15.6338207497279)
munitions.800,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27936.07529,POINT (55.3095085897497 15.6370636996301)
munitions.801,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27935.11528,POINT (55.308562809626 15.6369764698882)
munitions.802,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28031.06092,POINT (55.309095020319 15.638530060414)
munitions.803,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27913.3084,POINT (55.3072674603251 15.6365237502709)
munitions.804,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28086.17577,POINT (55.3091420197885 15.6394022903834)
munitions.805,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28110.19245,POINT (55.308119870136 15.6397004201384)
munitions.806,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28140.8191,POINT (55.3083610898925 15.6402028201041)
munitions.807,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28201.2523,POINT (55.3085588598036 15.6411711804057)
munitions.808,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27006.27285,POINT (55.3154193803002 15.6227257300085)
munitions.809,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27009.62247,POINT (55.3146374098886 15.6227511097759)
munitions.810,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27024.30713,POINT (55.3154949800094 15.6230122297306)
munitions.811,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26969.85507,POINT (55.3172059500946 15.6221980698851)
munitions.812,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27143.06096,POINT (55.3161694598527 15.6249025597054)
munitions.813,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26986.22006,POINT (55.3171925699812 15.6224555898536)
munitions.814,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26940.39566,POINT (55.3184923997046 15.6217528596068)
munitions.815,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26998.86471,POINT (55.3185410602218 15.6226743301563)
munitions.816,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26985.83998,POINT (55.3185825099749 15.6224695599223)
munitions.817,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26967.42283,POINT (55.3184386903933 15.6221780401845)
munitions.818,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27106.1124,POINT (55.3170386402211 15.6243410499995)
munitions.819,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27153.00088,POINT (55.3166933698032 15.625072140367)
munitions.820,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27198.90935,POINT (55.3160093400591 15.6257779301075)
munitions.821,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27206.84362,POINT (55.3162671999714 15.6259098498597)
munitions.822,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27185.23302,POINT (55.3172840103488 15.6255921499578)
munitions.823,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27109.96215,POINT (55.3173812198675 15.6244082797184)
munitions.824,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27108.74453,POINT (55.3179889097605 15.6243987100325)
munitions.825,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27108.62615,POINT (55.3182190201917 15.6243997901183)
munitions.826,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27092.01869,POINT (55.3183293795972 15.6241394696609)
munitions.827,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27128.42143,POINT (55.3176994197925 15.6247044102803)
munitions.828,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27177.21481,POINT (55.3177651998042 15.6254740096179)
munitions.829,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27234.38118,POINT (55.3172266300051 15.6263652395642)
munitions.830,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27274.39009,POINT (55.3168148700103 15.6269869903574)
munitions.831,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27229.54808,POINT (55.316501020106 15.6262733702199)
munitions.832,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27243.89619,POINT (55.3164023096189 15.6264969497744)
munitions.833,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27253.52159,POINT (55.3161296495637 15.6266414897131)
munitions.834,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27259.33073,POINT (55.318508190001 15.6267768196945)
munitions.835,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27254.04942,POINT (55.3182446499707 15.6266907698632)
munitions.836,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27241.63962,POINT (55.3181893299737 15.6264946304229)
munitions.837,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27209.09756,POINT (55.3184865001519 15.6259853398516)
munitions.838,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27277.83298,POINT (55.3180597601499 15.6270630999821)
munitions.839,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27317.02729,POINT (55.3178486002328 15.6276775500789)
munitions.840,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27328.5131,POINT (55.317801839983 15.6278577796129)
munitions.841,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27397.97315,POINT (55.31670525974 15.6289312104071)
munitions.842,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27413.8023,POINT (55.3164318802271 15.6291740597351)
munitions.843,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27433.29264,POINT (55.3156985001857 15.6294610396953)
munitions.844,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27374.06314,POINT (55.3169795295817 15.6285605602217)
munitions.845,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27302.44669,POINT (55.3179661398256 15.6274495503565)
munitions.846,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27345.16987,POINT (55.3182119497217 15.6281256903484)
munitions.847,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27233.44589,POINT (55.3187411701689 15.6263712002707)
munitions.848,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27155.21169,POINT (55.3202481299473 15.6251430896819)
munitions.849,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27488.30963,POINT (55.3162550897007 15.6303432296564)
munitions.850,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28045.65562,POINT (55.3584767498022 15.6339670397471)
munitions.851,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28008.24223,POINT (55.3580590803623 15.6334830003402)
munitions.852,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28028.21026,POINT (55.3576953603526 15.633898979954)
munitions.853,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28073.41716,POINT (55.3583848597735 15.6344350298528)
munitions.854,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28067.12111,POINT (55.3587781899615 15.6342274096673)
munitions.855,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28023.87277,POINT (55.358878920326 15.6335093702613)
munitions.856,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28044.9268,POINT (55.3595022503287 15.6336727896676)
munitions.857,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27961.32644,POINT (55.3603674296132 15.6320924200292)
munitions.858,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27934.16011,POINT (55.3603493496428 15.631663439816)
munitions.859,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27926.01886,POINT (55.360511369704 15.6314867697986)
munitions.860,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27878.26915,POINT (55.3610425398813 15.6305692697561)
munitions.861,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27902.22583,POINT (55.3613942998072 15.6308491396761)
munitions.862,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27822.85326,POINT (55.361756230166 15.6294721400273)
munitions.863,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27891.95442,POINT (55.3625891201918 15.6303273997897)
munitions.864,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27961.65633,POINT (55.3614491296736 15.6317835101009)
munitions.865,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27928.48261,POINT (55.3611487803919 15.6313411398817)
munitions.866,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27985.90403,POINT (55.3609711696838 15.6323110596078)
munitions.867,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28017.67896,POINT (55.3609169900271 15.6328347798013)
munitions.868,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28006.46258,POINT (55.360222119855 15.6328552303846)
munitions.869,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28102.29159,POINT (55.3594982798218 15.6345900298061)
munitions.870,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28090.40541,POINT (55.3588504100185 15.6345793098873)
munitions.871,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28129.68869,POINT (55.3588544398805 15.6352052802995)
munitions.872,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28160.59409,POINT (55.3585879302888 15.6357712101733)
munitions.873,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28159.2455,POINT (55.3584518295883 15.6357865696945)
munitions.874,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28121.4279,POINT (55.3583151002617 15.6352200399729)
munitions.875,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28190.43998,POINT (55.3581313597745 15.636370580438)
munitions.876,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28193.24577,POINT (55.3581192396113 15.6364185898461)
munitions.877,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28225.57194,POINT (55.3587256596615 15.6367708201173)
munitions.878,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28161.93632,POINT (55.3589118202244 15.6357043302907)
munitions.879,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28093.81507,POINT (55.3602265903849 15.6342497200486)
munitions.880,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28102.11317,POINT (55.3605172800485 15.6342994597523)
munitions.881,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28006.59573,POINT (55.3608815099738 15.6326678800187)
munitions.882,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28017.05095,POINT (55.3610479600953 15.6327867101386)
munitions.883,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27985.07837,POINT (55.3611668702549 15.6322408396431)
munitions.884,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28004.33733,POINT (55.3615556103032 15.6324347802409)
munitions.885,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27938.7174,POINT (55.3617809903005 15.631318440094)
munitions.886,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27967.97907,POINT (55.3617814102839 15.6317864301997)
munitions.887,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27973.41603,POINT (55.3621588197738 15.6317609101379)
munitions.888,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28267.05601,POINT (55.3587547896019 15.637424979779)
munitions.889,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28248.06913,POINT (55.3589465097737 15.6370697196919)
munitions.890,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28243.96109,POINT (55.3591547999541 15.6369470899363)
munitions.891,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28260.31515,POINT (55.3592844300325 15.6371725202956)
munitions.892,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28230.68727,POINT (55.3593496803435 15.6366814895591)
munitions.893,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28162.7209,POINT (55.360673830433 15.6352232298682)
munitions.894,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28185.70276,POINT (55.3609470498665 15.6355120300562)
munitions.895,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28125.25826,POINT (55.3619989796692 15.6342379101515)
munitions.896,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28100.07233,POINT (55.3622060899392 15.6337733698452)
munitions.897,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27997.78946,POINT (55.362896840317 15.6319281300792)
munitions.898,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28139.61906,POINT (55.362473200278 15.6343262703411)
munitions.899,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28172.8407,POINT (55.3620563699056 15.6349820703663)
munitions.900,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28153.44083,POINT (55.3615716703963 15.6348146597688)
munitions.901,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28251.56173,POINT (55.3611699000709 15.636500449736)
munitions.902,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28221.65852,POINT (55.3605624404044 15.6361969195522)
munitions.903,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28272.42076,POINT (55.3605166999858 15.6370210600739)
munitions.904,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28338.11919,POINT (55.3596652803285 15.6383095196687)
munitions.905,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28322.83561,POINT (55.3590366497216 15.6382385100992)
munitions.906,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28374.28637,POINT (55.3589166801607 15.6390923696172)
munitions.907,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28351.46065,POINT (55.3597821796039 15.6384900999382)
munitions.908,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28360.77424,POINT (55.3599802597812 15.6385836303303)
munitions.909,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28354.86442,POINT (55.3600763100737 15.6384623702422)
munitions.910,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28220.21641,POINT (55.3613079702866 15.6359593303588)
munitions.911,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28237.20009,POINT (55.3614915695803 15.6361774402367)
munitions.912,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28233.55058,POINT (55.3622221896024 15.6359040697171)
munitions.913,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28214.16761,POINT (55.3623264902753 15.6355629496704)
munitions.914,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28168.98346,POINT (55.3620888597131 15.6349107298464)
munitions.915,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28161.46366,POINT (55.3623370797924 15.6347165401363)
munitions.916,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28178.33625,POINT (55.3623658697891 15.6349779101025)
munitions.917,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28150.23872,POINT (55.3622844100975 15.6345526602771)
munitions.918,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28200.87389,POINT (55.3627463297793 15.6352244799259)
munitions.919,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28183.99944,POINT (55.3629427201305 15.6348950996292)
munitions.920,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28152.94159,POINT (55.3630999396106 15.634350210294)
munitions.921,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28136.39986,POINT (55.3636708400373 15.6339104004447)
munitions.922,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28162.235,POINT (55.3634808699463 15.6343826101694)
munitions.923,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28187.2299,POINT (55.362946980219 15.6349455201197)
munitions.924,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28176.62416,POINT (55.3628492401004 15.6348053203093)
munitions.925,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28234.32285,POINT (55.3631974701872 15.6356233904072)
munitions.926,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28224.66765,POINT (55.3622685298688 15.6357481902268)
munitions.927,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28239.25242,POINT (55.3627000695526 15.6358525898252)
munitions.928,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28283.16239,POINT (55.3621958502583 15.6367055302361)
munitions.929,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28266.39915,POINT (55.3622916397474 15.6364089500131)
munitions.930,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28295.01891,POINT (55.3615494202696 15.6370850603273)
munitions.931,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28283.65836,POINT (55.3612996803361 15.6369759896502)
munitions.932,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28339.55091,POINT (55.3605812497249 15.6380753299126)
munitions.933,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28439.01973,POINT (55.3599662096729 15.6398371602568)
munitions.934,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28436.95468,POINT (55.3602060399768 15.6397371898195)
munitions.935,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28421.72256,POINT (55.3593972499831 15.6397182995599)
