FID,munition_type,description,infoprov,thedate,dist_coast,geometry
munitions.282,Conventional,Projectile 106 mm,https://odims.ospar.org/,2022,39.86222729,POINT (36.4503000004447 -6.24940000020979)
munitions.283,Conventional,Grenade M68,https://odims.ospar.org/,2022,39.86222729,POINT (36.4503000004447 -6.24940000020979)
munitions.284,Conventional,Projectile 106 mm,https://odims.ospar.org/,2022,39.86222729,POINT (36.4503000004447 -6.24940000020979)
munitions.285,Conventional,Projectile 105 mm,https://odims.ospar.org/,2022,39.86222729,POINT (36.4503000004447 -6.24940000020979)
munitions.286,Conventional,flare MK-58,https://odims.ospar.org/,2022,88.5146787,POINT (36.78880000002 -6.35249999997495)
munitions.287,Conventional,Projectile 155 mm,https://odims.ospar.org/,2022,39.86222729,POINT (36.4503000004447 -6.24940000020979)
munitions.288,Conventional,Projectile 120 mm,https://odims.ospar.org/,2022,39.86222729,POINT (36.4503000004447 -6.24940000020979)
munitions.289,Conventional,,https://odims.ospar.org/,2022,378.8903024,POINT (49.3140999996153 -0.0286999996052373)
munitions.291,Conventional,,https://odims.ospar.org/,2022,2736.370746,POINT (48.9128999999351 -1.51589999988505)
munitions.292,Conventional,,https://odims.ospar.org/,2022,4501.607887,POINT (49.0291000003648 -1.65909999986508)
munitions.293,Conventional,,https://odims.ospar.org/,2022,3136.872897,POINT (49.5810999997652 -1.79759999984009)
munitions.294,Conventional,,https://odims.ospar.org/,2022,30.63469234,POINT (51.0061999997303 2.06109999976525)
munitions.295,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.296,Conventional,,https://odims.ospar.org/,2022,11.54950161,POINT (46.48059999999 -1.76180000006991)
munitions.297,Conventional,,https://odims.ospar.org/,2022,2450.721346,POINT (48.1849999998502 -4.38029999994501)
munitions.298,Conventional,,https://odims.ospar.org/,2022,2244.034906,POINT (48.1854000003098 -4.35979999977013)
munitions.299,Conventional,,https://odims.ospar.org/,2022,1987.480036,POINT (48.1877000002548 -4.35960000043963)
munitions.300,Conventional,,https://odims.ospar.org/,2022,54.3272674,POINT (48.3341000003148 -4.70649999977513)
munitions.301,Conventional,,https://odims.ospar.org/,2022,732.888528,POINT (49.6232999996953 -1.24049999997499)
munitions.302,Conventional,,https://odims.ospar.org/,2022,15.97694922,POINT (48.8569000003348 -3.14349800043232)
munitions.303,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.304,Conventional,,https://odims.ospar.org/,2022,1.78674247,POINT (47.4540999999151 -2.49556700001699)
munitions.305,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.306,Conventional,,https://odims.ospar.org/,2022,3684.650805,POINT (45.95 -1.31670000030471)
munitions.307,Conventional,,https://odims.ospar.org/,2022,112.1106836,POINT (48.360500000075 -4.77090000003494)
munitions.308,Conventional,,https://odims.ospar.org/,2022,81.10060057,POINT (48.218900000135 -4.38645000026725)
munitions.309,Conventional,,https://odims.ospar.org/,2022,341.1791056,POINT (48.5954000002099 -2.17690000043461)
munitions.310,Conventional,,https://odims.ospar.org/,2022,5700.618213,POINT (51.0679999997003 2.08769999975522)
munitions.311,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.312,Conventional,,https://odims.ospar.org/,2022,2140.950179,POINT (49.6890999997652 -1.66720000017983)
munitions.313,Conventional,,https://odims.ospar.org/,2022,17011.35889,POINT (49.3616000002399 -2.88469999990502)
munitions.314,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.315,Conventional,,https://odims.ospar.org/,2022,4121.140716,POINT (49.7702000003298 0.258300000144914)
munitions.316,Conventional,,https://odims.ospar.org/,2022,19524.6607,POINT (51.2065999997902 2.09660000009001)
munitions.317,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.318,Conventional,,https://odims.ospar.org/,2022,424.6823604,POINT (49.3366000002898 -0.485500000224761)
munitions.319,Conventional,,https://odims.ospar.org/,2022,982.6465299,POINT (49.4188000003198 0.234399999660297)
munitions.320,Conventional,,https://odims.ospar.org/,2022,24305.67234,POINT (50.3074999999251 1.19830000024484)
munitions.321,Conventional,,https://odims.ospar.org/,2022,11942.10337,POINT (52.3591000003648 1.89049999977522)
munitions.322,Conventional,,https://odims.ospar.org/,2022,5700.618213,POINT (51.0679999997003 2.08769999975522)
munitions.323,Conventional,,https://odims.ospar.org/,2022,2908.897364,POINT (49.6029999997502 0.168599999590356)
munitions.324,Conventional,,https://odims.ospar.org/,2022,442.8109114,POINT (49.5965999995904 0.109999999700278)
munitions.325,Conventional,,https://odims.ospar.org/,2022,517.5837251,POINT (47.31180000007 -3.05109999956528)
munitions.326,Conventional,,https://odims.ospar.org/,2022,713.889575,POINT (50.5386000001899 1.57300000005)
munitions.327,Conventional,,https://odims.ospar.org/,2022,6689.431149,POINT (49.7776999999551 -1.85050000037467)
munitions.328,Conventional,,https://odims.ospar.org/,2022,15845.94847,POINT (49.4561000000151 -0.136300000044912)
munitions.329,Conventional,,https://odims.ospar.org/,2022,7956.270908,POINT (49.3768999998352 -0.0941000001148495)
munitions.330,Conventional,,https://odims.ospar.org/,2022,2070.444616,POINT (48.0166999998052 -4.48329999959526)
munitions.331,Conventional,,https://odims.ospar.org/,2022,510.0241435,POINT (49.7044000002599 -1.32579999997)
munitions.332,Conventional,,https://odims.ospar.org/,2022,13320.95317,POINT (51.1069000003348 1.90939999991014)
munitions.333,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.334,Conventional,,https://odims.ospar.org/,2022,442.8109114,POINT (49.5965999995904 0.109999999700278)
munitions.335,Conventional,,https://odims.ospar.org/,2022,799.8412137,POINT (47.5832999999951 -3.08329999969516)
munitions.336,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.337,Conventional,,https://odims.ospar.org/,2022,4121.140716,POINT (49.7702000003298 0.258300000144914)
munitions.338,Conventional,,https://odims.ospar.org/,2022,264.1139227,POINT (49.6851999997802 0.160199999830184)
munitions.339,Conventional,,https://odims.ospar.org/,2022,292.6305089,POINT (48.65 -2.0166999998051)
munitions.340,Conventional,,https://odims.ospar.org/,2022,2737.815281,POINT (49.881900000085 0.60440000035976)
munitions.341,Conventional,,https://odims.ospar.org/,2022,442.8109114,POINT (49.5965999995904 0.109999999700278)
munitions.342,Conventional,,https://odims.ospar.org/,2022,7861.426505,POINT (44.3945000003748 -1.16720000027976)
munitions.343,Conventional,,https://odims.ospar.org/,2022,13320.95317,POINT (51.1069000003348 1.90939999991014)
munitions.344,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.345,Conventional,,https://odims.ospar.org/,2022,779.5298364,POINT (51.0480000001 2.41910000016492)
munitions.346,Conventional,,https://odims.ospar.org/,2022,6547.802415,POINT (50.6518999999851 1.66749999982517)
munitions.347,Conventional,,https://odims.ospar.org/,2022,1423.602045,POINT (44.6332999995954 -1.15000000029971)
munitions.348,Conventional,,https://odims.ospar.org/,2022,2070.444616,POINT (48.0166999998052 -4.48329999959526)
munitions.349,Conventional,,https://odims.ospar.org/,2022,28551.23338,POINT (49.6027000003048 -0.632700000304737)
